품목코드,식품유형,성상,포장방법,기존유통기한,보존유통온도,보관방법,기준온도,품질안전한계기간_일,안전계수,소비기한참고값_일,단위,온도별_상세_json,source_pdf,source_page,추출일시
7-1-7-6,들기름,액상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,144,2026-07-03 21:55:28
7-1-7-7,들기름,액상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,150,2026-07-03 21:55:28
7-1-7-8,들기름,액상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,156,2026-07-03 21:55:28
7-1-7-9,들기름,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,162,2026-07-03 21:55:28
7-1-9-1,홍화유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,181,2026-07-03 21:55:28
7-2-1-1,식용우지,고상,일반포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,369,2026-07-03 21:55:28
7-2-2-1,식용돈지,고상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,386,2026-07-03 21:55:28
7-3-1-1,혼합식용유,액상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,428,2026-07-03 21:55:28
7-3-2-1,향미유,액상,밀봉포장,365일,실온(35℃),실온,35℃,456,0.91,414,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 456, ""안전계수"": 0.91, ""소비기한참고값"": 414, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 456, ""안전계수"": 0.91, ""소비기한참고값"": 414, ""단위"": ""일""}]",7. 식용유지류.pdf,448,2026-07-03 21:55:28
7-3-2-2,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,460,2026-07-03 21:55:28
7-3-2-3,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,471,2026-07-03 21:55:28
7-3-2-4,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,477,2026-07-03 21:55:28
7-3-2-5,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,483,2026-07-03 21:55:28
7-3-2-6,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,489,2026-07-03 21:55:28
7-3-2-7,향미유,액상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,495,2026-07-03 21:55:28
7-3-2-8,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,501,2026-07-03 21:55:28
7-3-2-9,향미유,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,507,2026-07-03 21:55:28
7-3-4-1,쇼트닝,고상,일반포장,180일,상온(25℃),상온,25℃,360,0.81,291,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 360, ""안전계수"": 0.81, ""소비기한참고값"": 291, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 360, ""안전계수"": 0.81, ""소비기한참고값"": 291, ""단위"": ""일""}]",7. 식용유지류.pdf,525,2026-07-03 21:55:28
7-3-4-2,쇼트닝,고상,일반포장,365일,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",7. 식용유지류.pdf,531,2026-07-03 21:55:28
7-3-5-1,마가린,고상,일반포장,12개월,상온(25℃),상온,25℃,638,0.81,516,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 638, ""안전계수"": 0.81, ""소비기한참고값"": 516, ""단위"": ""일""}]",7. 식용유지류.pdf,538,2026-07-03 21:55:28
7-3-5-2,마가린,고상,일반포장,12개월,상온(25℃),상온,25℃,547,0.81,443,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 547, ""안전계수"": 0.81, ""소비기한참고값"": 443, ""단위"": ""일""}]",7. 식용유지류.pdf,550,2026-07-03 21:55:28
7-3-7-1,식물성크림,고상,일반포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.73,10,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.73, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.73, ""소비기한참고값"": 10, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 5, ""안전계수"": 0.73, ""소비기한참고값"": 3, ""단위"": ""일""}]",7. 식용유지류.pdf,560,2026-07-03 21:55:28
7-3-7-2,식물성크림,고상,밀봉포장,7일,냉장(10℃ 이하),냉장,10℃,14,0.69,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.69, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 14, ""안전계수"": 0.69, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",7. 식용유지류.pdf,569,2026-07-03 21:55:28
7-3-7-3,식물성크림,분말,일반포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,579,2026-07-03 21:55:28
7-3-7-4,식물성크림,분말,일반포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,589,2026-07-03 21:55:28
7-3-8-1,기타 식용유지가공품,액상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,600,2026-07-03 21:55:28
7-3-8-3,기타 식용유지가공품,점조액상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,628,2026-07-03 21:55:28
7-3-8-4,기타 식용유지가공품,점조액상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,638,2026-07-03 21:55:28
9-1-1-1,침출차,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",9. 음료류-1.pdf,8,2026-07-03 21:55:34
9-1-1-2,침출차,고상,밀봉포장,12개월,실온(35℃),실온,35℃,730,9.0,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",9. 음료류-1.pdf,19,2026-07-03 21:55:34
9-1-1-7,침출차,고상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",9. 음료류-1.pdf,53,2026-07-03 21:55:34
9-1-1-8,침출차,고상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",9. 음료류-1.pdf,59,2026-07-03 21:55:34
9-1-2-1,액상차,액상,밀봉포장,7일,냉장(10℃ 이하),냉장,10℃,12,0.77,9,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 12, ""안전계수"": 0.77, ""소비기한참고값"": 9, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",9. 음료류-1.pdf,85,2026-07-03 21:55:34
9-1-2-10,액상차,액상,밀봉포장,90일,냉장(10℃ 이하),냉장,10℃,180,0.93,167,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 180, ""안전계수"": 0.93, ""소비기한참고값"": 167, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 180, ""안전계수"": 0.93, ""소비기한참고값"": 167, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 180, ""안전계수"": 0.93, ""소비기한참고값"": 167, ""단위"": ""일""}]",9. 음료류-1.pdf,183,2026-07-03 21:55:34
9-1-2-11,액상차,고상,밀봉포장,1개월,냉장(10℃ 이하),냉장,10℃,52,0.77,40,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 0.77, ""소비기한참고값"": 40, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 52, ""안전계수"": 0.77, ""소비기한참고값"": 40, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",9. 음료류-1.pdf,192,2026-07-03 21:55:34
9-1-2-12,액상차,액상,밀봉포장,180일,실온(35℃),실온,35℃,360,0.83,298,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 360, ""안전계수"": 0.83, ""소비기한참고값"": 298, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 360, ""안전계수"": 0.83, ""소비기한참고값"": 298, ""단위"": ""일""}]",9. 음료류-1.pdf,200,2026-07-03 21:55:34
9-1-2-13,액상차,점조액상,밀봉포장,6개월,냉장(0~5℃),냉장,5℃,364,0.81,294,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 364, ""안전계수"": 0.81, ""소비기한참고값"": 294, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 364, ""안전계수"": 0.81, ""소비기한참고값"": 294, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 364, ""안전계수"": 0.81, ""소비기한참고값"": 294, ""단위"": ""일""}]",9. 음료류-1.pdf,209,2026-07-03 21:55:34
