품목코드,식품유형,성상,포장방법,기존유통기한,보존유통온도,보관방법,기준온도,품질안전한계기간_일,안전계수,소비기한참고값_일,단위,온도별_상세_json,source_pdf,source_page,추출일시
23-3-1-6,만두,고상,밀봉포장,270일,냉동(-18℃ 이하),냉동,-18℃,540,23.0,523,일,"[{""온도"": ""-18℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 540, ""안전계수"": 0.97, ""소비기한참고값"": 523, ""단위"": ""일""}, {""온도"": ""-10℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 540, ""안전계수"": 0.97, ""소비기한참고값"": 523, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,67,2026-07-03 21:55:14
23-3-1-7,만두,고상,밀봉포장,272일,냉동(-18℃ 이하),냉동,-18℃,544,23.0,527,일,"[{""온도"": ""-18℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 544, ""안전계수"": 0.97, ""소비기한참고값"": 527, ""단위"": ""일""}, {""온도"": ""-10℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 544, ""안전계수"": 0.97, ""소비기한참고값"": 527, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,77,2026-07-03 21:55:14
23-3-2-1,만두피,고상,밀봉포장,15일,냉장(10℃ 이하),냉장,10℃,22,0.73,16,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 22, ""안전계수"": 0.73, ""소비기한참고값"": 16, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 22, ""안전계수"": 0.73, ""소비기한참고값"": 16, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,89,2026-07-03 21:55:14
23-3-2-2,만두피,고상,밀봉포장,60일,냉장(10℃ 이하),냉장,10℃,120,0.81,97,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 120, ""안전계수"": 0.81, ""소비기한참고값"": 97, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 120, ""안전계수"": 0.81, ""소비기한참고값"": 97, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,100,2026-07-03 21:55:14
23-3-2-3,만두피,고상,밀봉포장,273일,냉동(-18℃ 이하),냉동,-18℃,546,0.97,529,일,"[{""온도"": ""-18℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 546, ""안전계수"": 0.97, ""소비기한참고값"": 529, ""단위"": ""일""}, {""온도"": ""-10℃"", ""보관방법"": ""냉동"", ""품질안전한계기간"": 546, ""안전계수"": 0.97, ""소비기한참고값"": 529, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,110,2026-07-03 21:55:14
23-3-2-4,만두피,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,45,0.93,41,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 45, ""안전계수"": 0.93, ""소비기한참고값"": 41, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.93, ""소비기한참고값"": 55, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,121,2026-07-03 21:55:14
23-3-2-5,만두피,고상,밀봉포장,30일,냉장(10℃ 이하),냉장,10℃,45,0.93,41,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 45, ""안전계수"": 0.93, ""소비기한참고값"": 41, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.93, ""소비기한참고값"": 55, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",23. 즉석식품류-5.pdf,132,2026-07-03 21:55:14
3-1-1-1,코코아매스,고상,밀봉포장,6개월,실온(35℃),실온,35℃,366,0.91,333,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 366, ""안전계수"": 0.91, ""소비기한참고값"": 333, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 366, ""안전계수"": 0.91, ""소비기한참고값"": 333, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,11,2026-07-03 21:55:18
3-1-1-3,코코아매스,고상,밀봉포장,365일,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,28,2026-07-03 21:55:18
3-1-4-1,기타 코코아가공품,분말,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,48,2026-07-03 21:55:18
3-2-1-1,초콜릿,고상,일반포장,30일,냉장(10℃ 이하),냉장,10℃,60,0.81,48,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.81, ""소비기한참고값"": 48, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.81, ""소비기한참고값"": 48, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 60, ""안전계수"": 0.81, ""소비기한참고값"": 48, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,94,2026-07-03 21:55:18
3-2-1-2,초콜릿,고상,밀봉포장,90일,냉장(10℃ 이하),냉장,10℃,112,0.81,90,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 112, ""안전계수"": 0.81, ""소비기한참고값"": 90, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 180, ""안전계수"": 0.81, ""소비기한참고값"": 145, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,116,2026-07-03 21:55:18
3-2-1-3,초콜릿,고상,밀봉포장,91일,냉장(10℃ 이하),냉장,10℃,182,0.85,154,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 182, ""안전계수"": 0.85, ""소비기한참고값"": 154, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 182, ""안전계수"": 0.85, ""소비기한참고값"": 154, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 182, ""안전계수"": 0.85, ""소비기한참고값"": 154, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,127,2026-07-03 21:55:18
3-2-1-4,초콜릿,고상,밀봉포장,60일,상온(25℃),상온,25℃,90,0.81,72,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 120, ""안전계수"": 0.81, ""소비기한참고값"": 97, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 90, ""안전계수"": 0.81, ""소비기한참고값"": 72, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,137,2026-07-03 21:55:18
3-2-1-5,초콜릿,고상,일반포장,6개월,상온(25℃),상온,25℃,364,0.81,294,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 364, ""안전계수"": 0.81, ""소비기한참고값"": 294, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 364, ""안전계수"": 0.81, ""소비기한참고값"": 294, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,146,2026-07-03 21:55:18
3-2-2-1,밀크초콜릿,고상,밀봉포장,1년,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,157,2026-07-03 21:55:18
3-2-5-1,초콜릿가공품,고상,일반포장,30일,냉장(10℃ 이하),냉장,10℃,60,0.85,51,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.85, ""소비기한참고값"": 51, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.85, ""소비기한참고값"": 51, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 30, ""안전계수"": 0.85, ""소비기한참고값"": 25, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,195,2026-07-03 21:55:18
3-2-5-10,초콜릿가공품,고상,일반포장,21일,냉장(5℃),냉장,5℃,42,0.85,35,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 42, ""안전계수"": 0.85, ""소비기한참고값"": 35, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 42, ""안전계수"": 0.85, ""소비기한참고값"": 35, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 21, ""안전계수"": 0.85, ""소비기한참고값"": 17, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,292,2026-07-03 21:55:18
3-2-5-11,초콜릿가공품,고상,밀봉포장/ 질소포장,6개월,실온(35℃),실온,35℃,362,0.91,329,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 362, ""안전계수"": 0.91, ""소비기한참고값"": 329, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 362, ""안전계수"": 0.91, ""소비기한참고값"": 329, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,302,2026-07-03 21:55:18
3-2-5-2,초콜릿가공품,고상,일반포장,30일,냉장(10℃ 이하),냉장,10℃,60,0.85,51,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.85, ""소비기한참고값"": 51, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.85, ""소비기한참고값"": 51, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 30, ""안전계수"": 0.85, ""소비기한참고값"": 25, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,205,2026-07-03 21:55:18
3-2-5-3,초콜릿가공품,고상,일반포장,30일,냉장(10℃ 이하),냉장,10℃,60,0.85,51,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.85, ""소비기한참고값"": 51, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 60, ""안전계수"": 0.85, ""소비기한참고값"": 51, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 30, ""안전계수"": 0.85, ""소비기한참고값"": 25, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,215,2026-07-03 21:55:18
3-2-5-4,초콜릿가공품,고상,밀봉,183일,상온(25℃),상온,25℃,366,0.81,296,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 366, ""안전계수"": 0.81, ""소비기한참고값"": 296, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 366, ""안전계수"": 0.81, ""소비기한참고값"": 296, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,235,2026-07-03 21:55:18
3-2-5-5,초콜릿가공품,고상,밀봉포장,180일,상온(25℃),상온,25℃,360,0.81,291,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 360, ""안전계수"": 0.81, ""소비기한참고값"": 291, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 360, ""안전계수"": 0.81, ""소비기한참고값"": 291, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,244,2026-07-03 21:55:18
3-2-5-6,초콜릿가공품,고상,밀봉포장,1년,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,253,2026-07-03 21:55:18
3-2-5-7,초콜릿가공품,고상,밀봉포장,1년,실온(35℃),실온,35℃,638,0.91,580,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 638, ""안전계수"": 0.91, ""소비기한참고값"": 580, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,263,2026-07-03 21:55:18
3-2-5-8,초콜릿가공품,고상,밀봉포장,1년,상온(25℃),상온,25℃,728,0.81,589,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 728, ""안전계수"": 0.81, ""소비기한참고값"": 589, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 728, ""안전계수"": 0.81, ""소비기한참고값"": 589, ""단위"": ""일""}]",3. 코코아가공품류 또는 초콜릿류.pdf,273,2026-07-03 21:55:18
4-6-1-1,물엿,점조액상,밀봉포장,180일,실온(35℃),실온,35℃,360,0.91,327,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 360, ""안전계수"": 0.91, ""소비기한참고값"": 327, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 360, ""안전계수"": 0.91, ""소비기한참고값"": 327, ""단위"": ""일""}]",4. 당류.pdf,57,2026-07-03 21:55:19
4-6-1-2,물엿,점조액상,밀봉포장,6개월,냉장(10℃ 이하),냉장,10℃,360,0.89,320,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 360, ""안전계수"": 0.89, ""소비기한참고값"": 320, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 360, ""안전계수"": 0.89, ""소비기한참고값"": 320, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": null, ""안전계수"": null, ""소비기한참고값"": null, ""단위"": ""일""}]",4. 당류.pdf,72,2026-07-03 21:55:19
4-6-1-6,물엿,고상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.95,693,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.95, ""소비기한참고값"": 693, ""단위"": ""일""}]",4. 당류.pdf,102,2026-07-03 21:55:19
4-6-1-7,물엿,고상,밀봉포장,6개월,실온(35℃),실온,35℃,362,0.91,329,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 362, ""안전계수"": 0.91, ""소비기한참고값"": 329, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 362, ""안전계수"": 0.91, ""소비기한참고값"": 329, ""단위"": ""일""}]",4. 당류.pdf,118,2026-07-03 21:55:19
4-6-2-1,기타엿,고상,일반포장,60일,실온(35℃),실온,35℃,120,0.91,109,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 120, ""안전계수"": 0.91, ""소비기한참고값"": 109, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 120, ""안전계수"": 0.91, ""소비기한참고값"": 109, ""단위"": ""일""}]",4. 당류.pdf,124,2026-07-03 21:55:19
4-6-2-2,기타엿,고상,일반포장,6개월,실온(35℃),실온,35℃,228,4.0,207,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 274, ""안전계수"": 0.91, ""소비기한참고값"": 249, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 228, ""안전계수"": 0.91, ""소비기한참고값"": 207, ""단위"": ""일""}]",4. 당류.pdf,129,2026-07-03 21:55:19
7-1-15-1,야자유,고상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,267,2026-07-03 21:55:28
7-1-16-1,고추씨기름,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,280,2026-07-03 21:55:28
7-1-16-3,고추씨기름,액상,밀봉포장,12개월,실온(35℃),실온,35℃,637,0.91,579,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 728, ""안전계수"": 0.91, ""소비기한참고값"": 662, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 637, ""안전계수"": 0.91, ""소비기한참고값"": 579, ""단위"": ""일""}]",7. 식용유지류.pdf,298,2026-07-03 21:55:28
7-1-17-1,기타식물성유지,액상,밀봉포장,1년,실온(35℃),실온,35℃,638,0.91,580,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 638, ""안전계수"": 0.91, ""소비기한참고값"": 580, ""단위"": ""일""}]",7. 식용유지류.pdf,312,2026-07-03 21:55:28
7-1-17-2,기타식물성유지,점조액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,324,2026-07-03 21:55:28
7-1-17-3,기타식물성유지,액상,밀봉포장,180일,냉장(10℃ 이하),냉장,10℃,360,0.85,306,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 360, ""안전계수"": 0.85, ""소비기한참고값"": 306, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 360, ""안전계수"": 0.85, ""소비기한참고값"": 306, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 360, ""안전계수"": 0.85, ""소비기한참고값"": 306, ""단위"": ""일""}]",7. 식용유지류.pdf,336,2026-07-03 21:55:28
7-1-17-6,기타식물성유지,액상,밀봉포장,12개월,냉장(10℃ 이하),냉장,10℃,730,0.85,620,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}]",7. 식용유지류.pdf,355,2026-07-03 21:55:28
7-1-17-7,기타식물성유지,액상,밀봉포장,12개월,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",7. 식용유지류.pdf,361,2026-07-03 21:55:28
7-1-3-1,채종유,액상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,43,2026-07-03 21:55:28
7-1-5-1,참기름,액상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,80,2026-07-03 21:55:28
7-1-5-2,참기름,액상,밀봉포장,12개월,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",7. 식용유지류.pdf,92,2026-07-03 21:55:28
7-1-7-1,들기름,액상,밀봉포장,9개월,실온(35℃),실온,35℃,546,0.91,496,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 546, ""안전계수"": 0.91, ""소비기한참고값"": 496, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 546, ""안전계수"": 0.91, ""소비기한참고값"": 496, ""단위"": ""일""}]",7. 식용유지류.pdf,103,2026-07-03 21:55:28
7-1-7-10,들기름,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,168,2026-07-03 21:55:28
7-1-7-11,들기름,액상,밀봉포장,365일,상온(25℃),상온,25℃,730,0.81,591,일,"[{""온도"": ""15℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}, {""온도"": ""25℃"", ""보관방법"": ""상온"", ""품질안전한계기간"": 730, ""안전계수"": 0.81, ""소비기한참고값"": 591, ""단위"": ""일""}]",7. 식용유지류.pdf,174,2026-07-03 21:55:28
7-1-7-2,들기름,액상,밀봉포장,10개월,실온(35℃),실온,35℃,608,0.91,553,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 608, ""안전계수"": 0.91, ""소비기한참고값"": 553, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 608, ""안전계수"": 0.91, ""소비기한참고값"": 553, ""단위"": ""일""}]",7. 식용유지류.pdf,114,2026-07-03 21:55:28
7-1-7-3,들기름,액상,밀봉포장,12개월,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,126,2026-07-03 21:55:28
7-1-7-4,들기름,액상,밀봉포장,12개월,냉장(10℃ 이하),냉장,10℃,730,0.85,620,일,"[{""온도"": ""10℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}, {""온도"": ""5℃"", ""보관방법"": ""냉장"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}, {""온도"": ""15℃"", ""보관방법"": ""이탈온도"", ""품질안전한계기간"": 730, ""안전계수"": 0.85, ""소비기한참고값"": 620, ""단위"": ""일""}]",7. 식용유지류.pdf,132,2026-07-03 21:55:28
7-1-7-5,들기름,액상,밀봉포장,365일,실온(35℃),실온,35℃,730,0.91,664,일,"[{""온도"": ""25℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}, {""온도"": ""35℃"", ""보관방법"": ""실온"", ""품질안전한계기간"": 730, ""안전계수"": 0.91, ""소비기한참고값"": 664, ""단위"": ""일""}]",7. 식용유지류.pdf,138,2026-07-03 21:55:28
